web-scraper-order,web-scraper-start-url,Condition,Likes,Review,Rating,Name,Date,Position,Gender,Age,Page link,Page link-href
1686665443-152,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: High Cholesterol,1 ShapeCreated with Sketch.,I’m 30 been on this stuff a year I’m probably not got long left already have the heart of a 60 year old smoker lol,Overall rating 3.0,Mart |,4/22/2021,Patient,Male |,25-34 |,2,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=2&next_page=true
1686665443-153,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: High Cholesterol,8 ShapeCreated with Sketch.,Very High LDL and HDL(good). Dr. prescribed 40 mg every day. No side effects so far after 1 month. Have changed my diet to a plan based whole food to see if this can work instead of Rx. Still some cream in my coffee but no other dairy. Hoping to heal my body naturally and get off this Rx.,Overall rating 4.7,Peter Z |,1/3/2021,Patient,Male |,55-64 |,2,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=2&next_page=true
1686665443-154,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: High Cholesterol,8 ShapeCreated with Sketch.,"Well, it did lower my cholesterol, but within a couple of weeks of starting it I began seeing hair all over my pillow in the AM.  Now I have a crappy bald hairline and thinning hair.  Within a couple of weeks of discontinuing it my hair seems to have stopped falling out.  The best I can determine is that it MAY start growing back within 6 months and that it MAY come back on its own.  How nice!  Sorry, NO ONE will ever talk me into taking statins again.  I am a 72 yo female with NO family history of stroke or heart attack.  I will take my chances in the future.  Throw this garbage out!!Read More Read Less",Overall rating 3.0,Dianar |,12/29/2020,Patient,,65-74 |,2,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=2&next_page=true
1686665443-155,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: Treatment to Prevent a Heart Attack,3 ShapeCreated with Sketch.,"I'm on 20mg QD and since I began taking this, I have had joint pain every day.  I couldn't figure out why it started (especially during summer months). Never had joint pain before.  Also, I wake up to leg cramps almost every other night.  Insomnia real bad.  My doctor put me on it for prevention of heart attack or stroke. I don't like to the side effects.  I have been losing weight (not from the meds) I started Keto way before this medication.  So, I do excercise regularly.  This stuff is not good will ask for lower dose, or get off completely.  It's not worth the joint pain, from a scale 1-10 joint pain is an ""8"".Read More Read Less",Overall rating 1.7,Mar |,7/20/2020,Patient,,55-64 |,2,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=2&next_page=true
1686665443-156,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: Other,1 ShapeCreated with Sketch.,"My doctor doesn't like the ratio between my HDL and LDL.  Even though my overall cholesteral is not high, the LDL level is.  I've had no issues with this drug and have been taking it for many years",Overall rating 5.0,Hay-Field |,2/26/2020,Patient,Male |,65-74 |,2,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=2&next_page=true
1686665443-157,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: Treatment to Prevent a Heart Attack,3 ShapeCreated with Sketch.,"Heart disease runs in my family. Even though I've been a strict vegetarian since 1973 and have been eating whole, organic foods, I had heart attack. My cardiologist said my heart damage was minimal.  I'm on 40 mg of atorvastatin.  It's the anti-inflammatory aspect of the drug that helps me, as my cholesterol was low all along.  I have arthritis (not from the drug) and I just feel more stiff upon arising in the morning; that stiffness dissipitates upon walking around a bit.  I'm happy with the drug so far.Read More Read Less",Overall rating 4.3,Tom8pie |,2/12/2020,Patient,,65-74 |,2,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=2&next_page=true
1686665443-158,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: High Cholesterol,18 ShapeCreated with Sketch.,"Every time I take this medicine it make my stomach blowed, gas, and sometimes nose bleed, muscle cramps is unbearable.",Overall rating 3.0,Mike |,1/26/2020,Patient,Male |,55-64 |,2,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=2&next_page=true
1686665443-159,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: Stroke Prevention,2 ShapeCreated with Sketch.,I am feeling terrible on them tired pains everything nasty,Overall rating 1.0,Ajm45 |,10/10/2019,Patient,Female |,45-54 |,2,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=2&next_page=true
1686665443-160,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: High Cholesterol,22 ShapeCreated with Sketch.,"I was on Atorvastatin 40 mg for about 60 days and then started having uncontrollable, severe nose bleeds.  After three trips to the ER, I demanded that my doctor switch me back to Simvastatin.  Beware of this drug!  Didn't work for me...",Overall rating 1.0,Safety First |,9/20/2019,Patient,Male |,65-74 |,2,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=2&next_page=true
1686665443-161,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: Homozygous Inherited High Blood Cholesterol,2 ShapeCreated with Sketch.,After taking 80ml I started having neck pain and foggy brain my neck muscle was so tight I had migraine stopped taking it and my symptoms went away,Overall rating 2.7,Paula |,8/26/2019,Patient,Female |,45-54 |,2,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=2&next_page=true
1686665443-162,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: High Cholesterol,28 ShapeCreated with Sketch.,"Began taking 80mg and started having cramps in my lower back and legs. Doctor wanted me to take half of the dosage for a week and see if that helped. Pain in my legs damn near unbearable, thinking  about not taking this medication any longer.",Overall rating 1.7,Anonymous |,8/21/2019,Patient,,55-64 |,2,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=2&next_page=true
1686665443-163,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: High Cholesterol,33 ShapeCreated with Sketch.,"It has lowered my colesteral, but the cramps and muscle spasms are terrible! Im about ready to stop taking it!",Overall rating 3.7,Anonymous |,6/10/2019,Patient,Female |,65-74 |,2,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=2&next_page=true
1686665443-164,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: High Cholesterol,23 ShapeCreated with Sketch.,"Three months of side effects - digestion issues, weight gain, muscle cramps and a constant soar throat.  Coming off the drug resulted in a further four weeks of awful stomach pains.  Reduced readings from 6.1 to 4.1 in three months, but not worth it for the side effects.  Will find a less intrusive solution.",Overall rating 1.7,Steffan |,5/11/2019,Patient,Male |,55-64 |,2,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=2&next_page=true
1686665443-165,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: High Cholesterol,22 ShapeCreated with Sketch.,"After being on 80mg of this drug for over 5 months, developed severe neck, back shoulder, arm pain. Starting seeing chiropractor for 2 wks. This didn't help at all. Went to dr. he put me on a steroid for the shoulder/arm pain. Start researching and looking for reviews to find others experiencing the same... Also leg and hip pain, burning sensation in arch of my feet.  Memory issues (foggy head), Ear ringing.  Just don't feel myself.  Stop taking the medicine about a week now. Shoulder pain some what better.  This drug is the devil!!!Read More Read Less",Overall rating 3.7,crenweb |,5/6/2019,Patient,Female |,55-64 |,2,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=2&next_page=true
1686665443-166,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: Treatment to Prevent a Heart Attack,4 ShapeCreated with Sketch.,"I have just had a terrible experience with Atorvastatin which I believe came about mostly because my Dr. prescribed a dose of this drug which was way to high.  FYI, PFZ advises a starting dose for lipitor of only 10-20 mg.  My TC initially was 201, tri 116,and LDL-c of 130.  These are all well within the normal range for mass tested healthy populations.  My Dr. (for what reason only god knows) started me at 80 mg of Atorvastatin.  Within weeks I felt terrible, achy, depressed, moody, forgetful etc.   I requested a new lipid test at one month.  The results frightened me.  TC of **86**, LDL of only ***27*** - OUCH.   What did my doctor say?  “Good job!  I think we can now lower the dose to 40mg.”  To this I said BYE doc!   I have now stopped taking the drug altogether because my research indicates that statins do little and are very risky in the long run. Common frightening complaints filed with the FDA are that statins raise the risk of diabetes, liver problems, muscle pains, and memory loss.  For those who wish to come up to speed on this, search for a meta study completed by 16 docs and researchers of 39 trials involving over 900,000 patients titled: “LDL-C does not cause cardiovascular disease:”  A real eye opener!     Most do not need this drug.  Visit the FDA adverse side effect database called FAERS to get a good side effect profile. And, if you must take this drug, start at the lowest dose possible. In most instances, 10 mg of Lipitor will lower the lipid profile into the desired range within three months. For more on this visit the FAERS (fda) database.  Cholesterol exists in every cell in our bodies for very good reasons and 30% of it resides in our brains. Going too low is very dangerous.  Mother nature gave us cholesterol for very good reasons.   Read More Read Less",Overall rating 2.7,BigD |,5/3/2019,Patient,,65-74 |,2,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=2&next_page=true
1686665443-167,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: High Cholesterol,11 ShapeCreated with Sketch.,Was on this drug for many years - 40 mg. one day 80 the next - developed after several years severe muscle spasms - when in the throes of a spasm could not do anything - severe pain and sweating profusely (drenched after a spasm).  Have stopped in the past year - now my cholesterol is sky high with my bad - really high - they want me to take repatha (previous heart attack) - don't know what to do.,Overall rating 4.3,Joiemad |,4/7/2019,Patient,,65-74 |,2,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=2&next_page=true
1686665443-168,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: Prevention of Transient Ischemic Attacks,2 ShapeCreated with Sketch.,"This has taken all my energy tired all day and night. I can get 8 up to 10 hours of sleep and wake up feeling totally exhausted wore-down, barely able to get out bed. It has affected my memory, and concentration and I have to research tax cases. I can be watching a program on tv and a commercial will come on and couldnâ??t I tell you what program I watching. I was taking Lipitor it was perfect my nature, personality, attitude, energy was excellent. Would wake able to get out of bed with energy, and not feeling like I havenâ??t slept in week or ran a marathon. This crap SUCKS. Also, this other substitute oval-shaped AVN 80 on one side and APO on the other side. Donâ??t take this it has the same affect. This is not helping when your are totally drained of energy. When something is working they take it away and experiment on us with these faulty drugs. Please report this drug and all the other substitute. Read More Read Less",Overall rating 1.0,Anonymous |,10/12/2018,Patient,,55-64 |,2,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=2&next_page=true
1686665443-169,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: High Cholesterol,45 ShapeCreated with Sketch.,"Fast weight gain which seemed counter productive.  Itching but didn't realize till after I went off that it was probably due to the meds.  Went off as I was loosing my ability to concentrate, think and memory.  When doing research I decided to look up a particular item.  Turned around to type it and had no idea what I was doing.  Not like me so I checked out tthe meds and I fit several of the bad side effects.  Went off and within a week was getting back to normal.",Overall rating 1.7,Anonymous |,8/15/2018,Patient,Female |,65-74 |,2,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=2&next_page=true
1686665450-170,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: Slow Progression of Disease of the Arteries of the Heart,1 ShapeCreated with Sketch.,"Leg, back pain, urine frequency, tinnitus, gerd and over all feel like I'm 100 years old.",Overall rating 3.0,Diane |,4/15/2023,Patient,Female |,65-74 |,1,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral
1686665450-171,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: High Cholesterol,1 ShapeCreated with Sketch.,"I gave it a one star cause after two years it lowered my cholesterol from 220 to 180 but it came with a proce, I'm now pre diabetic and my last blood work showed elevation In my liver enzymes , my doc and I will be discussing alternatives but this drug is in the trash can , I'm not telling anyone to throw theirs away check with ur doctor first but more important if you do take this med then monitor your blood sugar and liver function every 3 to 6 months before it damages you .",Overall rating 1.0,John b  |,4/1/2023,Patient,Male |,45-54 |,1,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral
1686665450-172,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: Treatment to Prevent a Heart Attack,1 ShapeCreated with Sketch.,"After about 1 week, my kidneys were painfully sore leaving  a severe pain across my lower back. Then screaming pain started shooting from my hips down both legs, through the bursa, the knee caps, lower legs to my feet every few seconds sending my feet into convulsions every few seconds from 8:00PM Saturday evening to 10:00 AM the next morning.  No Nsaids had any effect.",Overall rating 1.7,Starbux |,2/12/2023,Patient,Male |,75 or over |,1,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral
1686665450-173,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: High Cholesterol,1 ShapeCreated with Sketch.,"After taking only 4 tablets I couldn’t have felt worse if I’d been poisoned.  Back pain, nausea, splitting headaches, fuzzy head and stomach pain.  I stopped them and I am still suffering side effects 3 days later.",Overall rating 1.0,Jan |,1/19/2023,Patient,Female |,65-74 |,1,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral
1686665450-174,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: High Cholesterol,1 ShapeCreated with Sketch.,"My doctor just prescribed Atorvastatin oral but now I see al these negative reviews, he's going to get blasted as this ""poison"" is injuring many people. I have never read of such horrible side effects from any drug unless it was designed to kill. I would never take this Throw it away.",Overall rating 1.0,Jay |,12/24/2022,Patient,Male |,65-74 |,1,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral
1686665450-175,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: High Cholesterol,1 ShapeCreated with Sketch.,"My doctor recently changed my prescription from 10mg to 20mg as my LDL jumped a little.  After about 8 days, I started noticing a 'warm' sensation in the back of my left thigh and now in my right buttock.  I never had these symptoms prior to the dosage increase and now I'm wondering if the Atorvastatin is the culprit.  Many colleagues and friends of mine are telling me to stop it altogether, but I've decided to just go back to my 10mg dosage to see if the symptoms stop.

I called my doctor and he said if it continues he wants me to come in, but I don't want to waste time or money going in only for him to tell me what I already suspect is the culprit.

Has anyone else experienced these types of symptoms?Read More Read Less",Overall rating 3.0,Neesh |,11/29/2022,Patient,Female |,45-54 |,1,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral
1686665450-176,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: High Cholesterol,1 ShapeCreated with Sketch.,"Atorvastatin caused severe muscle pain, especially in my legs to the point where getting off the couch or going up stairs was unbearable.  It caused GERD, rise in blood sugar nearly to diabetic levels, brain fog, and a general feeling of malaise.  I assertively yet kindly explained to my Doctor that I’d no longer be taking it. These symptoms still exist but I’m recently off the meds.",Overall rating 1.0,Mike |,11/16/2022,Patient,Male |,45-54 |,1,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral
1686665450-177,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: High Cholesterol,1 ShapeCreated with Sketch.,"Nosebleed.  First time in my life I’ve ever had my nosebleed and started after being on this drug one month.
Headache and muscle aches.
Insomnia and vivid dreams.
It’s a devil drug.",Overall rating 1.0,Anon |,9/4/2022,Patient,Female |,55-64 |,1,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral
1686665450-178,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: Stroke Prevention,1 ShapeCreated with Sketch.,"I've been taking Atorvastatin for years, I'm now 71.  After reading the adverse side effects and learning that these statin drugs DO NOT prevent heart attacks!!!!  But they do cause many problems for the body, including liver damage..........I lost my mother and twin from liver cancer.  I threw these drugs in the garbage.  Please do your research on these killer drugs!",Overall rating 2.0,Donna |,3/24/2022,Patient,Female |,65-74 |,1,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral
1686665450-179,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: High Cholesterol,1 ShapeCreated with Sketch.,"My husband was told he had to wait 4 weeks for an urgent CT scan and thought he had liver cancer.  Went to A & E today as he felt so I’ll. After a CT scan and numerous tests he’s just been told that these statins are the culprit.  He is having another CT scan now (today) to see how much damage they have  caused to his liver.  Orange pee with blood, fatigue and feeling very poorly. THROW THEM AWAY!!!!! He is 70",Overall rating 1.0,Atorvastatin  |,3/20/2022,Caregiver,Male |,7-12 |,1,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral
1686665450-180,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: High Cholesterol,1 ShapeCreated with Sketch.,Been taking it for 2 years now and no side effects and my cholesterol level went from high to low,Overall rating 4.0,Anonymous |,3/12/2022,Patient,Male |,35-44 |,1,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral
1686665450-181,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: High Cholesterol,1 ShapeCreated with Sketch.,"On 20 my atorvastatin for 3 weeks. 2 trips to ED. Stopped taking meds now for 2 days. Major headaches, tinnitus and echo feeling in ears. Bloated and pain in right hip. After 2 days ears much better but still bloated.  Got the impression ED and GP think I am making this up and being hypochondriac! Well looking at these reviews I am not the only one!!",Overall rating 2.3,Pat |,2/20/2022,Patient,Female |,65-74 |,1,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral
1686665450-182,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: High Cholesterol,1 ShapeCreated with Sketch.,put on 80mg of Atorvastatin a week later started itching 2 weeks later stopped taking them now three weeks and want to rip my skin off please please please somebody tell me what I can take to stop this i'm at my wits end my doctor put me on Fexolenadine 180mg but there doing sod all,Overall rating 1.0,A Brown |,2/10/2022,Patient,Male |,55-64 |,1,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral
1686665450-183,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: Treatment to Prevent a Heart Attack,1 ShapeCreated with Sketch.,Was prescribed Atorvastatin due to having high cholesterol levels and previously had heart attack at 51. They caused severe pain in joints and muscles which is a known side effect. Felt like I was trapped in a 80 year olds body. Awful every morning every joint in my body hurt. Was advised by GP to stop taking,Overall rating 2.0,Julie |,1/14/2022,Patient,Female |,45-54 |,1,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral
1686665450-184,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: Treatment to Prevent a Heart Attack,1 ShapeCreated with Sketch.,Anyone get a feeling of tightening in the throat Almost like a angina but i can take a few Tylenols and walk and the feeling seems to subside.  Exercise doesn't make it worse. I know i might have muscle damage. Heart attack on oct 17th. Stress test on Wednesday of this week.,Overall rating 3.0,Caskski |,11/14/2021,Patient,Male |,19-24 |,1,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral
1686665450-185,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: High Amount of Triglyceride in the Blood,1 ShapeCreated with Sketch.,"Gave someone i know type 2 diabetes which caused peripheral neuropathy and then death, the oerson was constantly restless and reported severally to doctors who didnt see reason to withdrawal patient nasty drugs and doctors who know they wont monitor their patients for side effects shouldnt be allowed to prescribe such horrible drugs to patients when there are better options, the increased triglyceride was caused as a result of overdose on some other drugs instead of withdrawal and monitoring before prescribing such a hugh risk drug doctor with no explanation to his patient gave this drug without taking notes of patients complains. Send the patient home multiple times and on some occasions told nurses to inform patient he wasnt available patient died shortly. It should be withdrawn  from the counters. Read More Read Less",Overall rating 1.0,Atorvastatin  |,11/7/2021,Caregiver,Male |,55-64 |,1,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral
1686665450-186,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: Slow Progression of Disease of the Arteries of the Heart,1 ShapeCreated with Sketch.,"I have arteriosclerosis but low cholesterol.  This drug has produced extremely low lipids and side effects that the doctor ignores.  Started at 80mg dose and my hands felt like they were burning.  Cut to 40mg, still problems with memory, brain fog, balance, numb hands.  I cut it to 20mg, and still having same side effects.  Doctor wants to move it back to 80mg and refuses to do anything else.  Time for a new cardiologist,",Overall rating 1.7,FTE |,10/25/2021,Patient,Male |,55-64 |,1,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral
1686665450-187,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: High Cholesterol,1 ShapeCreated with Sketch.,"PLEASE DO NOT TAKE THIS MEDICATION, have doctor change it , it will mess your liver and kidney, my friend needed dialysis. She passed away last year! Some doctors don’t care !",Overall rating 1.0,Érica  |,9/7/2021,Caregiver,Female |,45-54 |,1,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral
1686665450-188,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: High Cholesterol,2 ShapeCreated with Sketch.,"I ceased taking 10mg generic atorvastatin after 24 days.  A bit over a week into taking it I had a never before experienced spasm almost like a semi-paralysis/extreme muscle weakness, travel down both legs to my feet.  The spasm passed, and I attributed it to possibly the result of a poor sleeping posture.  Then a few days later it happened twice again . . .same scenario.  I also now was left with a lingering feeling of weak muscles in my thighs and mild pain in both buttocks.  At this point it occurred to me to look up possible statin side effects.  This confirmed my spasms were in some way connected to the statin, and I immediately stopped.   My doctor agreed.  I am convinced my reaction was Statin Induced Piriformis Myopathy/Syndrome.  I had used ""Lipitor"" over ten years ago, and took COQ10 too, with no side effects at all.   So, I assumed beginning again would be no different.  I am now age 78 and female.  This could have been a negative for going back on a statin.  However, I will never go near any kind of statin again.Read More Read Less",Overall rating 2.0,Mar |,9/4/2021,Patient,Female |,75 or over |,1,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral
1686665450-189,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: High Cholesterol,2 ShapeCreated with Sketch.,"This medication sent me to the ER by ambulance with severe right side and back pain....bladder infection symptons,headache,feverish and chills...The worst pain I have ever experienced...after blood work,CT scan, and urine testing all came back negative...They could not find anything wrong with me..Sent me home with no treatment..I have a history of bladder infections so that's what I thought it was...Ruling that out I thought of the new cholesterol medicine my doctor put me on 8 days prior...Knew that I had some of these symptoms with a drug years before so bingo! it's the new med Lipitor Read More Read Less",Overall rating 1.0,Diana |,7/20/2021,Patient,Female |,65-74 |,1,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral
